"branch","ncust","customer","age","ed","employ","address","income","debtinc","creddebt","othdebt","default"
76,3572,375893,19,"Niveau bac",0,0,20,11.7,1.16532,1.17468,"Oui"
76,3572,375902,38,"Bac+2",18,5,55,16.1,2.33772,6.51728,"Non"
76,3572,376001,28,"Niveau bac",7,5,32,9.2,0.945024,1.998976,"Non"
76,3572,376006,24,"Bac+2",1,2,19,16.3,0.188917,2.908083,"Oui"
76,3572,376023,38,"Bac+3",9,9,66,5.5,0.57354,3.05646,"Oui"
76,3572,376027,54,"Niveau bac",22,16,49,5.2,0.759304,1.788696,"Non"
76,3572,376070,20,"Bac+3",0,0,29,11.7,1.252017,2.140983,"Oui"
76,3572,376129,51,"Bac+3",10,18,57,19.5,3.57903,7.53597,"Non"
76,3572,376169,30,"Bac+2",0,5,26,3.6,0.478296,0.457704,"Oui"
76,3572,376202,29,"Bac+2",5,4,26,5.3,0.628368,0.749632,"Oui"
76,3572,376210,50,"Niveau bac",27,12,85,11.8,3.44029,6.58971,"Non"
76,3572,376241,50,"Bac+5 et plus",22,13,71,4.9,1.311583,2.167417,"Non"
76,3572,376263,39,"Bac+3",7,5,39,12.2,0.7137,4.0443,"Non"
76,3572,376363,29,"Bac+3",3,4,74,3.6,0.580752,2.083248,"Non"
76,3572,376395,32,"Bac+5 et plus",0,5,22,14.8,0.205128,3.050872,"Non"
76,3572,376403,26,"Bac+2",1,3,24,13.4,1.476144,1.739856,"Non"
76,3572,376416,25,"Bac+3",3,2,43,15.6,3.682692,3.025308,"Oui"
76,3572,376418,33,"Bac+2",3,7,29,5.4,0.374274,1.191726,"Non"
76,3572,376430,20,"Bac+3",0,0,25,5,0.13375,1.11625,"Oui"
76,3572,376443,24,"Bac+3",0,1,23,7.4,0.241684,1.460316,"Non"
76,3572,376451,21,"Niveau bac",2,1,25,9.8,0.4214,2.0286,"Oui"
76,3572,376456,42,"Bac+3",16,8,71,3.3,0.756789,1.586211,"Non"
76,3572,376619,40,"Niveau bac",2,14,31,2.4,0.221712,0.522288,"Oui"
76,3572,376642,36,"Bac+2",10,3,77,11.3,1.496572,7.204428,"Oui"
76,3572,376724,27,"Bac+4",2,1,31,3.9,0.562185,0.646815,"Non"
76,3572,376870,32,"Bac+2",0,7,22,22.5,0.57915,4.37085,"Oui"
76,3572,377052,61,"Bac+2",29,24,142,7.7,3.083388,7.850612,"Non"
76,3572,377198,53,"Bac+2",4,20,35,1.5,0.076125,0.448875,"Non"
76,3572,377201,36,"Bac+5 et plus",9,6,108,6.5,3.62232,3.39768,"Non"
76,3572,377300,68,"Bac+2",11,15,84,6.1,1.35786,3.76614,"Non"
76,3572,377307,38,"Niveau bac",17,7,41,16.9,3.991104,2.937896,"Non"
76,3572,377319,48,"Bac+3",15,11,133,4.1,1.952174,3.500826,"Non"
76,3572,377324,77,"Bac+2",30,33,80,3.9,0.79872,2.32128,"Non"
76,3572,377348,35,"Niveau bac",18,4,63,1.6,0.42336,0.58464,"Non"
76,3572,377479,29,"Niveau bac",11,2,39,3.2,0.571584,0.676416,"Non"
76,3572,377481,20,"Bac+2",0,0,24,1.1,0.075504,0.188496,"Oui"
76,3572,377499,21,"Bac+3",0,1,17,7.8,0.213486,1.112514,"Non"
76,3572,377510,18,"Bac+2",0,0,19,7,0.28329,1.04671,"Oui"
76,3572,377604,42,"Bac+4",14,6,55,9.1,1.49149,3.51351,"Non"
76,3572,377692,35,"Bac+4",0,8,144,3.2,1.516032,3.091968,"Oui"
76,3572,377707,35,"Bac+5 et plus",2,9,41,10.5,0.49077,3.81423,"Oui"
76,3572,377845,48,"Bac+3",13,10,153,2.3,1.770057,1.748943,"Non"
76,3572,377864,25,"Bac+4",1,1,75,11.1,2.64735,5.67765,"Oui"
76,3572,377927,20,"Bac+3",0,1,22,10,0.8778,1.3222,"Non"
76,3572,377990,25,"Bac+3",3,3,36,10.2,0.521424,3.150576,"Oui"
76,3572,377997,34,"Bac+2",13,6,50,16.6,6.7562,1.5438,"Non"
76,3572,378045,23,"Bac+2",1,1,29,16.7,2.513517,2.329483,"Oui"
76,3572,378074,27,"Bac+3",1,3,47,4.3,0.897324,1.123676,"Non"
76,3572,378173,20,"Bac+3",0,1,17,10.5,0.29988,1.48512,"Non"
76,3572,378213,56,"Niveau bac",20,20,81,12.1,1.254528,8.546472,"Non"
76,3572,378246,37,"Bac+4",9,7,72,24.7,2.098512,15.685488,"Oui"
76,3572,378262,48,"Bac+5 et plus",20,15,162,6.2,0.662904,9.381096,"Non"
76,3572,378264,28,"Bac+2",2,2,24,3.7,0.340104,0.547896,"Oui"
76,3572,378283,37,"Niveau bac",11,11,63,21.6,4.191264,9.416736,"Non"
76,3572,378329,34,"Bac+3",3,4,47,7,1.31929,1.97071,"Non"
76,3572,378373,26,"Bac+3",0,2,43,9.8,0.935508,3.278492,"Oui"
76,3572,378442,28,"Bac+5 et plus",0,3,33,7.8,0.831402,1.742598,"Non"
76,3572,378454,28,"Bac+3",3,4,75,4.3,0.4773,2.7477,"Non"
77,2251,380007,22,"Bac+4",0,0,27,6,0.60912,1.01088,"Oui"
77,2251,380031,38,"Bac+3",9,13,94,21.6,7.00488,13.29912,"Oui"
77,2251,380045,20,"Bac+2",0,1,19,5.9,0.071744,1.049256,"Oui"
77,2251,380087,36,"Bac+4",11,3,42,2.8,0.673848,0.502152,"Non"
77,2251,380110,26,"Bac+4",1,4,89,2.3,0.927291,1.119709,"Oui"
77,2251,380113,33,"Bac+4",7,7,185,8.5,3.884075,11.840925,"Non"
77,2251,380131,25,"Bac+2",2,3,24,6.8,1.005312,0.626688,"Non"
77,2251,380151,25,"Bac+2",2,3,26,10.3,0.859638,1.818362,"Non"
77,2251,380223,30,"Bac+5 et plus",2,6,21,10.4,1.155336,1.028664,"Oui"
77,2251,380229,21,"Bac+3",0,1,39,18.5,5.20923,2.00577,"Oui"
77,2251,380259,25,"Niveau bac",9,4,29,11.4,1.167018,2.138982,"Non"
77,2251,380300,70,"Bac+4",30,22,493,9.9,22.93929,25.86771,"Oui"
77,2251,380348,56,"Bac+4",22,9,57,2,0.48906,0.65094,"Non"
77,2251,380355,33,"Niveau bac",3,5,34,2.9,0.189312,0.796688,"Oui"
77,2251,380366,27,"Bac+3",0,4,28,4.7,0.386904,0.929096,"Non"
77,2251,380446,30,"Bac+4",4,6,28,6.8,1.153824,0.750176,"Non"
77,2251,380455,43,"Bac+4",18,14,89,3.6,0.493416,2.710584,"Non"
77,2251,380466,27,"Bac+4",3,4,20,11,0.3058,1.8942,"Oui"
77,2251,380494,32,"Bac+3",3,7,79,6.1,1.402329,3.416671,"Oui"
77,2251,380534,30,"Bac+2",5,5,39,13.8,0.548964,4.833036,"Non"
77,2251,380585,32,"Niveau bac",5,9,35,5.8,0.57855,1.45145,"Non"
77,2251,380588,52,"Bac+3",17,12,125,0.5,0.40125,0.22375,"Non"
77,2251,380660,19,"Bac+2",0,0,20,7,0.1946,1.2054,"Non"
77,2251,380677,26,"Bac+2",1,3,48,11.2,0.16128,5.21472,"Oui"
77,2251,380681,25,"Bac+4",0,1,52,4.9,0.670124,1.877876,"Oui"
77,2251,380772,75,"Niveau bac",32,23,78,4.4,0.689832,2.742168,"Non"
77,2251,380864,24,"Bac+2",5,1,28,19.1,1.52418,3.82382,"Oui"
77,2251,380900,61,"Bac+3",20,17,38,3.2,0.350208,0.865792,"Non"
77,2251,380906,23,"Bac+2",1,2,26,12.8,0.54912,2.77888,"Non"
77,2251,380997,25,"Bac+2",2,3,21,14.4,0.985824,2.038176,"Oui"
77,2251,381027,42,"Bac+5 et plus",2,9,147,17.7,5.047686,20.971314,"Oui"
77,2251,381047,23,"Bac+4",0,1,30,12.2,2.25456,1.40544,"Oui"
77,2251,381056,25,"Bac+3",1,3,27,12.7,0.03429,3.39471,"Oui"
77,2251,381121,22,"Bac+4",0,2,50,1.2,0.2088,0.3912,"Non"
77,2251,381164,19,"Bac+2",0,0,16,6.6,0.003168,1.052832,"Non"
77,2251,381168,35,"Bac+4",4,6,18,4.8,0.31536,0.54864,"Non"
77,2251,381210,38,"Bac+4",12,9,37,13.2,3.238092,1.645908,"Oui"
77,2251,381252,43,"Bac+3",16,6,102,2.5,0.58395,1.96605,"Non"
77,2251,381274,28,"Bac+2",7,3,88,10.6,2.210736,7.117264,"Non"
77,2251,381288,30,"Niveau bac",6,4,20,8.4,0.9072,0.7728,"Oui"
77,2251,381320,21,"Bac+3",0,1,19,20.7,1.305756,2.627244,"Oui"
77,2251,381329,37,"Bac+4",0,9,50,1.3,0.2067,0.4433,"Non"
77,2251,381355,34,"Bac+3",7,8,30,14.2,0.92868,3.33132,"Non"
77,2251,381378,20,"Bac+3",0,0,39,15,1.4157,4.4343,"Non"
77,2251,381405,19,"Bac+2",0,0,22,1.8,0.101772,0.294228,"Non"
77,2251,381421,71,"Niveau bac",7,19,26,7.6,0.36556,1.61044,"Non"
77,2251,381426,33,"Bac+4",5,7,321,2.5,4.357575,3.667425,"Oui"
77,2251,381434,22,"Bac+4",0,1,59,3.1,0.616373,1.212627,"Non"
77,2251,381445,30,"Bac+3",4,5,28,8.2,0.397208,1.898792,"Non"
77,2251,381449,22,"Bac+4",0,1,32,3.8,0.712576,0.503424,"Non"
77,2251,381489,20,"Niveau bac",0,1,20,17.6,0.15488,3.36512,"Oui"
77,2251,381535,19,"Bac+2",0,0,19,3.3,0.102828,0.524172,"Oui"
77,2251,381568,28,"Niveau bac",2,3,24,1,0.11448,0.12552,"Non"
77,2251,381583,18,"Bac+2",0,0,14,5.5,0.45738,0.31262,"Non"
77,2251,381596,56,"Bac+2",9,7,41,12.5,1.79375,3.33125,"Non"
77,2251,381632,32,"Bac+3",6,7,50,9.8,3.087,1.813,"Non"
77,2251,381643,29,"Bac+2",0,5,21,12.4,0.380184,2.223816,"Oui"
77,2251,381669,46,"Niveau bac",0,9,25,3,0.43125,0.31875,"Non"
77,2251,381690,39,"Niveau bac",22,13,48,6.8,1.008576,2.255424,"Non"
77,2251,381763,28,"Bac+4",4,3,30,13.8,0.6831,3.4569,"Non"
77,2251,381765,37,"Niveau bac",17,8,76,12.6,4.184712,5.391288,"Non"
77,2251,381780,39,"Bac+4",4,13,47,9.7,1.673153,2.885847,"Oui"
77,2251,381799,27,"Bac+2",2,4,30,2.7,0.33777,0.47223,"Oui"
77,2251,381851,25,"Bac+2",4,3,21,10,0.9996,1.1004,"Non"
77,2251,381896,49,"Bac+2",14,11,94,6.9,3.787824,2.698176,"Non"
77,2251,381929,24,"Bac+4",0,2,45,5.5,0.58905,1.88595,"Oui"
77,2251,381947,22,"Niveau bac",1,0,24,19.9,1.160568,3.615432,"Oui"
77,2251,381959,47,"Niveau bac",17,11,47,18.9,3.766392,5.116608,"Non"
77,2251,381983,32,"Bac+3",5,8,52,5.9,1.346852,1.721148,"Non"
77,2251,382000,41,"Bac+2",17,9,68,9.6,3.055104,3.472896,"Non"
77,2251,382001,18,"Bac+2",0,0,18,10,1.1214,0.6786,"Oui"
77,2251,382011,37,"Niveau bac",11,5,34,13.6,2.977856,1.646144,"Non"
77,2251,382012,35,"Niveau bac",5,5,40,10.5,0.9072,3.2928,"Oui"
77,2251,382038,36,"Bac+5 et plus",3,9,69,8.3,1.454658,4.272342,"Non"
77,2251,382073,19,"Bac+2",0,0,25,9.3,1.174125,1.150875,"Oui"
77,2251,382086,24,"Bac+4",0,2,64,4.4,0.805376,2.010624,"Non"
77,2251,382127,18,"Bac+2",0,0,22,10.5,0.29799,2.01201,"Oui"
77,2251,382157,20,"Bac+3",0,0,13,0,0,0,"Non"
77,2251,382168,38,"Bac+4",4,8,61,2.7,0.912438,0.734562,"Non"
77,2251,382202,24,"Niveau bac",6,1,21,4.5,0.18144,0.76356,"Non"
77,2251,382231,18,"Bac+2",0,0,22,38.8,3.636336,4.899664,"Non"
91,3779,450002,51,"Bac+5 et plus",22,14,75,7.7,2.050125,3.724875,"Non"
91,3779,450068,33,"Bac+3",5,6,38,18.3,1.7385,5.2155,"Non"
91,3779,450181,34,"Bac+3",0,7,49,5,0.17885,2.27115,"Non"
91,3779,450204,33,"Bac+4",6,3,25,13.7,1.1782,2.2468,"Non"
91,3779,450251,27,"Bac+4",1,3,32,15.4,2.153536,2.774464,"Oui"
91,3779,450252,37,"Bac+4",3,4,28,18.1,1.003464,4.064536,"Non"
91,3779,450310,34,"Niveau bac",12,6,59,9.2,2.002932,3.425068,"Non"
91,3779,450317,23,"Bac+2",2,2,35,5.8,0.46284,1.56716,"Non"
91,3779,450383,29,"Bac+3",5,6,37,4.3,0.531394,1.059606,"Non"
91,3779,450387,25,"Niveau bac",1,4,19,2.6,0.134862,0.359138,"Non"
91,3779,450400,21,"Niveau bac",4,1,44,6.4,0.9856,1.8304,"Oui"
91,3779,450406,26,"Niveau bac",6,2,24,11.5,0.90528,1.85472,"Non"
91,3779,450446,37,"Bac+2",4,2,32,3.2,0.140288,0.883712,"Non"
91,3779,450455,22,"Bac+3",0,1,29,19.7,1.679622,4.033378,"Oui"
91,3779,450465,30,"Bac+2",4,2,26,9.3,0.268398,2.149602,"Non"
91,3779,450485,62,"Bac+2",24,17,199,4.7,3.404492,5.948508,"Non"
91,3779,450501,43,"Niveau bac",17,10,104,14.2,3.573856,11.194144,"Non"
91,3779,450563,45,"Niveau bac",12,9,57,1,0.34143,0.22857,"Non"
91,3779,450614,27,"Niveau bac",3,3,37,13.9,3.039513,2.103487,"Oui"
91,3779,450776,35,"Bac+4",2,6,56,11.1,1.386168,4.829832,"Oui"
91,3779,450846,38,"Niveau bac",14,8,37,4.4,0.393976,1.234024,"Non"
91,3779,450942,26,"Bac+2",5,2,22,3.3,0.099462,0.626538,"Non"
91,3779,451034,42,"Bac+4",10,10,76,6.1,0.319884,4.316116,"Non"
91,3779,451036,37,"Bac+2",3,8,38,12.3,1.369482,3.304518,"Non"
91,3779,451046,62,"Bac+4",26,12,87,16.2,4.820148,9.273852,"Non"
91,3779,451050,23,"Niveau bac",1,2,19,7.2,0.712728,0.655272,"Non"
91,3779,451123,23,"Bac+3",1,2,22,14.2,1.562,1.562,"Oui"
91,3779,451156,19,"Bac+2",0,0,20,8.1,0.35802,1.26198,"Non"
91,3779,451171,34,"Bac+5 et plus",8,7,526,2.6,5.4704,8.2056,"Non"
91,3779,451181,20,"Bac+3",0,0,58,2.8,0.457968,1.166032,"Non"
91,3779,451185,18,"Bac+2",0,0,29,7.5,0.859125,1.315875,"Oui"
91,3779,451218,37,"Bac+2",2,7,38,2.1,0.07182,0.72618,"Non"
91,3779,451226,43,"Bac+3",21,14,101,9.7,4.761342,5.035658,"Oui"
91,3779,451251,42,"Niveau bac",8,12,43,1.3,0.153725,0.405275,"Non"
91,3779,451377,23,"Bac+2",2,1,24,1.6,0.046464,0.337536,"Non"
91,3779,451400,19,"Bac+2",0,0,22,6.8,0.414392,1.081608,"Oui"
91,3779,451408,26,"Niveau bac",1,3,15,6.7,0.201,0.804,"Non"
91,3779,451468,43,"Bac+2",10,9,92,14.7,3.85434,9.66966,"Oui"
91,3779,451525,22,"Bac+2",1,1,14,11.7,0.36855,1.26945,"Oui"
91,3779,451559,27,"Bac+2",1,4,25,0.6,0.03195,0.11805,"Non"
91,3779,451783,33,"Bac+3",11,4,61,14.9,4.244563,4.844437,"Oui"
91,3779,451824,64,"Niveau bac",40,18,198,6.9,8.101566,5.560434,"Non"
91,3779,451852,63,"Bac+4",22,27,129,4.9,0.796446,5.524554,"Non"
91,3779,451876,31,"Bac+5 et plus",5,3,61,2,0.36844,0.85156,"Non"
91,3779,451919,20,"Bac+3",0,0,24,9.4,0.59784,1.65816,"Non"
91,3779,452007,20,"Bac+3",0,0,18,5.3,0.30051,0.65349,"Non"
91,3779,452055,21,"Bac+2",2,1,33,6.4,0.8448,1.2672,"Oui"
91,3779,452063,23,"Bac+2",1,0,30,21.5,1.63185,4.81815,"Oui"
91,3779,452088,46,"Bac+3",13,10,32,11,1.18624,2.33376,"Non"
91,3779,452132,59,"Bac+2",32,19,533,0.8,1.863368,2.400632,"Non"
91,3779,452141,21,"Niveau bac",1,1,23,16.5,1.172655,2.622345,"Oui"
91,3779,452173,54,"Bac+3",6,9,70,9.5,2.28095,4.36905,"Non"
91,3779,452318,41,"Bac+2",9,8,77,7.5,3.10695,2.66805,"Non"
91,3779,452333,19,"Bac+2",0,0,36,5.8,0.783,1.305,"Oui"
91,3779,452389,30,"Bac+4",6,5,51,6.2,1.071918,2.090082,"Non"
91,3779,452433,37,"Bac+3",0,9,35,10.8,1.27008,2.50992,"Non"
91,3779,452436,33,"Bac+3",6,6,77,6.2,0.654038,4.119962,"Oui"
91,3779,452445,34,"Bac+5 et plus",5,10,186,11.3,7.46139,13.55661,"Oui"
91,3779,452452,25,"Bac+4",0,3,30,4.9,0.20433,1.26567,"Non"
91,3779,452558,21,"Niveau bac",4,1,19,6.5,0.29393,0.94107,"Non"
91,3779,452646,62,"Bac+2",33,6,322,2.8,7.041496,1.974504,"Non"
91,3779,452767,53,"Bac+5 et plus",7,16,80,12,3.648,5.952,"Non"
91,3779,452878,34,"Bac+4",8,4,49,7.5,0.488775,3.186225,"Non"
91,3779,452912,29,"Bac+3",6,3,28,4.9,0.56938,0.80262,"Oui"
91,3779,453027,20,"Bac+2",0,0,46,12.1,0.951786,4.614214,"Oui"
91,3779,453082,20,"Bac+3",0,0,13,17.8,0.814528,1.499472,"Non"
91,3779,453106,18,"Bac+2",0,0,26,7.3,0.641524,1.256476,"Non"
91,3779,453108,20,"Bac+3",0,0,21,9.3,0.353493,1.599507,"Oui"
91,3779,453122,19,"Bac+2",0,0,34,19.3,2.204832,4.357168,"Oui"
91,3779,453134,30,"Bac+2",1,3,39,1,0.14352,0.24648,"Non"
91,3779,453376,20,"Niveau bac",3,0,24,16.3,1.306608,2.605392,"Oui"
91,3779,453379,30,"Bac+3",8,2,28,15.8,1.52628,2.89772,"Non"
91,3779,453388,25,"Bac+5 et plus",0,1,130,5.8,1.23656,6.30344,"Oui"
91,3779,453405,18,"Bac+2",0,0,23,10,1.1201,1.1799,"Non"
91,3779,453461,31,"Bac+2",3,6,24,12.9,0.736848,2.359152,"Oui"
91,3779,453578,37,"Bac+2",10,8,43,3.6,0.806508,0.741492,"Non"
91,3779,453686,25,"Bac+5 et plus",0,3,16,3.2,0.288256,0.223744,"Non"
91,3779,453698,34,"Niveau bac",10,8,41,14.5,1.194945,4.750055,"Non"
91,3779,453777,27,"Niveau bac",2,2,24,5.8,0.555408,0.836592,"Non"
